emp_no,last_name,first_name,birth_date,from_date,to_date,title
459172,Rissanen,Val,1965-01-19,1993-11-20,9999-01-01,Assistant Engineer
459356,Wendorf,Pramod,1965-01-21,1998-12-25,9999-01-01,Engineer
459429,Verhaegen,Mohit,1965-01-14,1992-05-27,9999-01-01,Senior Staff
459685,Goldhammer,Hirochika,1965-02-01,1998-03-12,9999-01-01,Engineer
460131,Hambrick,Adly,1965-01-16,1997-07-25,9999-01-01,Staff
460691,Gihr,Munehiko,1965-01-16,1989-12-06,9999-01-01,Senior Staff
460707,Lanteri,Yoshinari,1965-01-07,1996-12-25,9999-01-01,Senior Engineer
460920,Mitzlaff,Remzi,1965-01-22,1986-04-06,9999-01-01,Senior Staff
461120,Gelosh,Shietung,1965-01-18,2001-04-01,9999-01-01,Engineer
461270,Mawatari,Mrinalini,1965-01-10,1996-01-03,9999-01-01,Staff
461801,Cooman,Sumali,1965-01-03,1993-04-18,9999-01-01,Senior Staff
462493,Gerlach,Paloma,1965-01-12,1988-07-26,9999-01-01,Engineer
462795,Cummings,Somnath,1965-01-05,1994-07-10,9999-01-01,Senior Staff
463023,Penn,Itzchak,1965-01-06,1999-01-21,9999-01-01,Staff
463099,Schmiedel,Jinxi,1965-01-15,1990-09-21,9999-01-01,Senior Staff
463212,Rossi,Ramya,1965-01-09,2001-09-02,9999-01-01,Senior Engineer
463472,Sethi,Jaber,1965-01-11,2000-06-11,9999-01-01,Technique Leader
463495,Barriga,Alenka,1965-01-28,1988-05-06,9999-01-01,Senior Staff
464284,Henders,Huiqun,1965-01-20,1993-05-19,9999-01-01,Senior Staff
464303,Nyrup,Abdelghani,1965-01-22,1986-08-02,9999-01-01,Senior Staff
465062,Gist,Stafford,1965-01-29,1988-05-07,9999-01-01,Engineer
465076,Ghelli,Tokuyasu,1965-01-19,1985-05-05,9999-01-01,Engineer
465085,Gunderson,Vidar,1965-01-18,1996-03-18,9999-01-01,Senior Staff
465409,Varman,Shahid,1965-01-30,1985-08-27,9999-01-01,Senior Staff
465501,Gire,Mrinalini,1965-01-05,1992-11-09,9999-01-01,Staff
465711,Frijda,Lakshmi,1965-01-06,1990-04-21,9999-01-01,Engineer
465853,Kampfer,Kwan,1965-01-01,1998-10-16,9999-01-01,Staff
465874,Picht,Herb,1965-01-12,1985-05-31,9999-01-01,Engineer
466064,Danlos,Temple,1965-01-31,1994-06-13,9999-01-01,Senior Staff
466367,Strandh,Hiroyasu,1965-01-05,1989-06-05,9999-01-01,Staff
466509,Verhoeff,Bezalel,1965-01-26,1988-03-22,9999-01-01,Engineer
466603,Nourani,Yechezkel,1965-01-23,1991-08-01,9999-01-01,Staff
466745,Birsak,Boalin,1965-01-26,1995-10-16,9999-01-01,Staff
467176,Borovoy,Przemyslawa,1965-01-05,1993-06-18,9999-01-01,Senior Staff
467269,Lambe,Nahum,1965-01-18,1989-08-31,9999-01-01,Technique Leader
467392,Rikino,Mariusz,1965-01-07,1995-04-13,9999-01-01,Engineer
467441,Bondorf,Margareta,1965-01-13,1988-11-07,9999-01-01,Engineer
467591,Hennebert,Kiyotoshi,1965-01-17,2001-03-06,9999-01-01,Staff
467886,Chandrasekhar,Sivanarayana,1965-01-02,1996-01-24,9999-01-01,Senior Staff
467918,Skrikant,Tsuneo,1965-01-03,1997-10-21,9999-01-01,Staff
468360,Saoudi,Huei,1965-01-12,1994-08-10,9999-01-01,Technique Leader
468417,Huhdanpaa,Kamakshi,1965-01-25,1993-08-26,9999-01-01,Engineer
468659,Lemarechal,Ranga,1965-01-18,1989-11-05,9999-01-01,Engineer
468773,Brookner,Baziley,1965-01-27,1993-09-22,9999-01-01,Engineer
469104,Comellas,Nadjib,1965-01-21,1999-01-22,9999-01-01,Engineer
469253,Basawa,Baruch,1965-01-17,1993-09-17,9999-01-01,Engineer
469269,Codenie,Weiyi,1965-01-23,1989-05-27,9999-01-01,Engineer
469366,Wilfing,Aiman,1965-01-12,1990-12-30,9999-01-01,Engineer
469399,Ruemmler,Hongzhu,1965-01-25,2000-06-06,9999-01-01,Engineer
469527,Ibel,Halsur,1965-01-24,1998-03-05,9999-01-01,Staff
469529,Rikino,Neven,1965-01-07,1988-10-21,9999-01-01,Senior Engineer
469735,Stranks,Arif,1965-01-30,1992-11-16,9999-01-01,Senior Engineer
469867,Jonsson,Hein,1965-01-23,1985-02-12,9999-01-01,Senior Staff
470456,Oehlmann,Reuven,1965-01-13,1986-03-29,9999-01-01,Senior Staff
470472,Staudhammer,Zhiguo,1965-02-01,1985-12-03,9999-01-01,Engineer
471397,Zirintsis,Nigel,1965-02-01,1999-07-23,9999-01-01,Engineer
471532,Decleir,Feiyu,1965-01-17,1998-09-13,9999-01-01,Technique Leader
471552,Lortz,Basem,1965-01-22,1997-10-25,9999-01-01,Staff
471911,Zaccaria,Arun,1965-01-14,1990-05-31,9999-01-01,Engineer
471939,Marshall,Kazuhiko,1965-01-27,2001-06-04,9999-01-01,Staff
472052,Chinal,Godehard,1965-01-26,1995-12-09,9999-01-01,Assistant Engineer
472143,Sommen,Yahiko,1965-01-25,1996-08-14,9999-01-01,Senior Staff
472238,Gubsky,Jungsoon,1965-01-31,1990-10-09,9999-01-01,Senior Engineer
472790,Ibel,Zhenbing,1965-01-23,1985-10-29,9999-01-01,Senior Engineer
472950,Fordan,Weidon,1965-01-29,1986-03-27,9999-01-01,Senior Engineer
473268,Sgarro,Hugo,1965-01-01,1992-04-24,9999-01-01,Senior Staff
473299,Penn,Khaled,1965-01-12,1992-05-19,9999-01-01,Senior Staff
473490,Reeker,Pantung,1965-01-06,1992-05-11,9999-01-01,Senior Staff
473940,Majewski,Avishai,1965-01-16,1998-01-10,9999-01-01,Engineer
474331,Eugenio,Sugwoo,1965-01-29,1994-03-02,9999-01-01,Senior Staff
474763,Clouatre,Mayuko,1965-01-07,1997-09-04,9999-01-01,Engineer
474796,Shackel,Zongyan,1965-01-10,1987-08-17,9999-01-01,Technique Leader
475087,Snedden,Genevieve,1965-01-31,1988-10-21,9999-01-01,Senior Engineer
475258,Feinberg,Fumiyo,1965-01-10,2000-02-12,9999-01-01,Staff
475538,Leaver,Christophe,1965-01-15,1998-10-31,9999-01-01,Staff
475938,Lanteri,Shigeaki,1965-01-14,1989-02-17,9999-01-01,Engineer
475965,Pietracaprina,Rimon,1965-01-02,1985-07-10,9999-01-01,Senior Engineer
476055,Schlumberger,Girolamo,1965-01-03,1993-03-07,9999-01-01,Staff
476122,Spieker,Khun,1965-01-04,1995-05-07,9999-01-01,Engineer
476327,Binkley,Reinhold,1965-01-31,1995-05-29,9999-01-01,Senior Engineer
476361,Preusig,Doohun,1965-01-09,1993-04-28,9999-01-01,Technique Leader
477350,Vigier,Terresa,1965-01-01,1998-07-08,9999-01-01,Staff
477578,Paludetto,Marit,1965-01-23,1990-09-30,9999-01-01,Engineer
477969,Mundy,Bluma,1965-01-18,1991-10-18,9999-01-01,Engineer
478007,Narahara,Fumino,1965-01-06,1991-09-21,9999-01-01,Senior Engineer
478170,Schoegge,Doowon,1965-01-22,1995-04-13,9999-01-01,Assistant Engineer
478218,Erol,Djenana,1965-01-02,1999-12-03,9999-01-01,Engineer
478439,Bale,Yuichiro,1965-01-15,1997-11-04,9999-01-01,Technique Leader
478768,Katzenelson,Arun,1965-01-03,1991-10-28,9999-01-01,Engineer
478799,Borovoy,Shaw,1965-01-18,1991-05-11,9999-01-01,Senior Staff
478833,Valiente,Pradeep,1965-01-30,1992-09-19,9999-01-01,Engineer
478858,Perna,Hidekazu,1965-01-20,1999-11-08,9999-01-01,Staff
479024,Kalorkoti,Ewing,1965-01-03,1996-12-21,9999-01-01,Engineer
479407,Tomescu,Randi,1965-01-18,1986-11-25,9999-01-01,Assistant Engineer
479601,Bahi,Kayoko,1965-01-19,1997-02-19,9999-01-01,Staff
479695,Murrill,Masamitsu,1965-01-06,1999-06-23,9999-01-01,Staff
480035,Georg,Sukumar,1965-01-26,1990-08-26,9999-01-01,Senior Staff
480066,Menhardt,Suebskul,1965-01-31,1994-07-26,9999-01-01,Engineer
480178,Rahier,Uinam,1965-01-03,1991-02-10,9999-01-01,Staff
480268,Cheshire,Gaurav,1965-01-18,1989-03-30,9999-01-01,Technique Leader
480407,Bennis,Deniz,1965-01-01,1989-06-24,9999-01-01,Senior Engineer
481050,Burnard,Weiru,1965-01-16,1990-10-15,9999-01-01,Senior Staff
481213,Haldar,Shigehiro,1965-01-08,1991-12-14,9999-01-01,Senior Staff
481397,Chelton,Luisa,1965-01-31,1998-08-13,9999-01-01,Assistant Engineer
481764,Marrakchi,Teiji,1965-01-27,1986-08-26,9999-01-01,Senior Engineer
481790,Erie,Haldun,1965-01-22,1999-01-01,9999-01-01,Senior Engineer
482335,Peck,Kwangyoen,1965-01-26,1994-01-16,9999-01-01,Engineer
482354,Zockler,Jayson,1965-01-23,1999-11-06,9999-01-01,Staff
482755,Conia,Jouni,1965-01-03,1994-10-31,9999-01-01,Senior Staff
482885,Brizzi,Shaunak,1965-01-29,1988-09-02,9999-01-01,Assistant Engineer
482905,Hebden,Aral,1965-01-16,1991-09-10,9999-01-01,Senior Staff
482944,Journel,Duke,1965-01-26,1991-10-26,9999-01-01,Senior Staff
483401,Pokrovskii,Rosita,1965-01-10,1996-08-03,9999-01-01,Senior Staff
483675,Kamber,Hausi,1965-01-22,1988-02-16,9999-01-01,Senior Engineer
483825,Mitchem,Marek,1965-01-22,1992-11-20,9999-01-01,Senior Engineer
483838,Kavanagh,Sham,1965-01-03,1997-12-18,9999-01-01,Assistant Engineer
483978,Tanemo,Dung,1965-01-24,1990-01-28,9999-01-01,Senior Staff
484126,Lueh,Manton,1965-01-05,1989-04-07,9999-01-01,Senior Staff
484142,Cooman,Perry,1965-01-05,1987-04-23,9999-01-01,Staff
484498,Hammerschmidt,Herbert,1965-01-26,1996-08-22,9999-01-01,Senior Engineer
484756,Ruemmler,Phule,1965-01-16,1990-08-09,9999-01-01,Engineer
485253,Parhami,Gladys,1965-01-14,1996-07-20,9999-01-01,Senior Staff
485489,Armand,Keiichiro,1965-01-01,1986-12-14,9999-01-01,Assistant Engineer
485577,Menhoudj,Rafael,1965-01-30,1997-04-27,9999-01-01,Senior Engineer
485579,Iwayama,Munehiro,1965-01-18,1986-12-16,9999-01-01,Engineer
485799,Litvinov,Yoshimitsu,1965-01-27,1997-11-22,9999-01-01,Senior Staff
485817,Bolotov,Mahmut,1965-01-29,1997-02-21,9999-01-01,Engineer
486068,Bernardeschi,Yefim,1965-01-11,1996-06-26,9999-01-01,Staff
486808,Siochi,Geoffrey,1965-01-05,1998-12-27,9999-01-01,Senior Engineer
486918,Remmers,Yagil,1965-01-18,1994-11-01,9999-01-01,Senior Staff
486956,Ruemmler,Matt,1965-01-01,1993-10-14,9999-01-01,Engineer
486958,Kropf,Tonny,1965-01-06,1986-07-30,9999-01-01,Engineer
487008,Raney,Zhigen,1965-01-22,1993-05-26,9999-01-01,Senior Staff
487505,Jayawardene,Uno,1965-01-20,1987-11-02,9999-01-01,Senior Staff
487988,Schaft,Ekawit,1965-01-05,1990-05-20,9999-01-01,Staff
488095,Hegner,Francoise,1965-01-24,1997-12-23,9999-01-01,Senior Staff
488142,Narlikar,Denis,1965-01-05,1991-07-01,9999-01-01,Staff
488482,Tsunoo,Kensyu,1965-01-30,1999-12-05,9999-01-01,Engineer
488540,Maquelin,Breannda,1965-01-22,1996-04-12,9999-01-01,Senior Staff
488619,Bennis,Georgy,1965-01-25,1998-04-11,9999-01-01,Engineer
488693,Zultner,Jiong,1965-01-27,1993-03-10,9999-01-01,Senior Engineer
488707,Remmers,Mihalis,1965-01-16,1990-03-01,9999-01-01,Staff
488752,Baja,Nimmagadda,1965-01-23,1994-02-09,9999-01-01,Staff
488788,Garigliano,Wuxu,1965-01-12,1990-09-21,9999-01-01,Staff
488984,Junet,Kendra,1965-01-18,1992-11-12,9999-01-01,Staff
489755,Chorvat,Matk,1965-01-14,1999-12-04,9999-01-01,Staff
489756,Miculan,Kersti,1965-01-01,1992-06-09,9999-01-01,Senior Staff
489928,Janetzko,Satoru,1965-01-28,1997-07-26,9999-01-01,Assistant Engineer
490551,Lindqvist,Lalit,1965-01-01,1998-11-07,9999-01-01,Engineer
490557,Vigier,Luise,1965-01-27,1994-07-01,9999-01-01,Engineer
490568,Reistad,Zita,1965-01-01,1998-07-23,9999-01-01,Senior Engineer
490720,Samarati,Younwoo,1965-01-19,2002-05-18,9999-01-01,Senior Engineer
491079,Keirsey,Kwangsub,1965-01-06,1992-02-04,9999-01-01,Senior Engineer
491162,Hempstead,Panayotis,1965-01-14,1994-08-29,9999-01-01,Senior Engineer
491478,Varman,Gill,1965-01-16,1988-06-18,9999-01-01,Senior Staff
491596,Pargas,Charmane,1965-01-21,1992-08-03,9999-01-01,Engineer
491632,Perly,Gadiel,1965-01-01,1986-10-20,9999-01-01,Senior Staff
492000,Cools,Valeska,1965-01-10,1993-12-16,9999-01-01,Senior Staff
492052,Ratnakar,Udo,1965-01-11,1999-11-30,9999-01-01,Staff
492217,Verhaegen,Heekeun,1965-01-16,1991-09-28,9999-01-01,Senior Engineer
492639,Porenta,Sanjoy,1965-01-30,1997-07-10,9999-01-01,Engineer
492677,McAffer,Goetz,1965-01-26,1988-02-05,9999-01-01,Senior Engineer
493031,Jakobus,Hironoby,1965-01-23,1991-07-30,9999-01-01,Staff
493048,Berztiss,Muzhong,1965-01-31,1995-01-23,9999-01-01,Senior Staff
493096,Msuda,Sachem,1965-01-31,1995-04-07,9999-01-01,Engineer
493744,Kropatsch,Leni,1965-01-14,1997-07-17,9999-01-01,Senior Engineer
494019,Iisaku,Morrie,1965-01-16,1991-05-06,9999-01-01,Senior Staff
494088,Dahlbom,Phule,1965-01-10,1989-02-06,9999-01-01,Engineer
494493,Koprowski,Masasuke,1965-01-10,1996-11-20,9999-01-01,Staff
494995,Pouyioutas,Yongmao,1965-01-04,1989-08-24,9999-01-01,Staff
496100,Reinhard,Pranjal,1965-01-07,1995-05-08,9999-01-01,Staff
496970,Maquelin,Giordano,1965-01-03,1999-12-31,9999-01-01,Senior Engineer
496978,Debuse,Danco,1965-01-30,1993-09-10,9999-01-01,Senior Staff
497007,Adachi,Oldrich,1965-01-23,1998-08-09,9999-01-01,Engineer
497174,Bressoud,Sanjiv,1965-01-02,1993-04-27,9999-01-01,Engineer
497340,Keohane,Fayez,1965-01-06,1990-09-19,9999-01-01,Senior Staff
497391,Lieblein,Paris,1965-01-30,1999-05-19,9999-01-01,Engineer
497835,Laurillard,Shuho,1965-01-29,1999-10-06,9999-01-01,Technique Leader
498185,Marciano,Caolyn,1965-01-19,1999-06-06,9999-01-01,Senior Engineer
498337,Docker,Naraig,1965-01-30,1997-05-17,9999-01-01,Staff
498456,Gerteisen,Geraldo,1965-01-17,1987-06-05,9999-01-01,Senior Staff
498635,Pezzoli,Florian,1965-01-09,1988-07-22,9999-01-01,Senior Staff
498838,Ciolek,Sanjay,1965-01-16,1989-12-13,9999-01-01,Staff
498845,Pelc,Arumugam,1965-01-09,1999-11-13,9999-01-01,Senior Engineer
498955,Kandlur,Nechama,1965-01-13,1995-01-16,9999-01-01,Engineer
499194,Delgrange,Padma,1965-01-29,1999-08-27,9999-01-01,Senior Staff
499260,Honglei,Danae,1965-01-11,1998-09-14,9999-01-01,Engineer
499495,Kakkar,Baoqiu,1965-01-14,1999-08-30,9999-01-01,Engineer
